Date,Time,Food Name,Serving Size,Serving Qty,Serving Weight (g),Calories (kcal),Fat (g),Carbs (g),Protein (g),Alcohol (g),"B12, Cobalamin (mcg)","B1, Thiamine (mg)","B2, Riboflavin (mg)","B3, Niacin (mg)","B5, Pantothenic Acid (mg)","B6, Pyridoxine (mg)",Caffeine (mg),Calcium (mg),Cholesterol (mg),Choline (mg),Copper (mg),Cysteine (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Saturated Fat (g),Trans Fat (g),Fiber (g),Folate (mcg),Histidine (g),Iron (mg),Isoleucine (g),Leucine (g),Lysine (g),Magnesium (mg),Manganese (mg),Methionine (g),Omega-3 ALA (g),Omega-3 DHA (g),Omega-3 EPA (g),Omega-3 (g),Omega-6 (g),Phenylalanine (g),Phosphorus (mg),Potassium (mg),Selenium (mcg),Sodium (mg),Starch (g),Sugars (g),Sugars Added (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Vitamin A (mcg),Vitamin C (mg),Vitamin D (mcg),Vitamin E (mg),Vitamin K (mcg),Water (g),Zinc (mg)
2025-10-08,7:07 AM,Chicken Breast Grilled Boneless Skinless,g,131,1,194,4,0,39,,0.3,0.1,0.3,14.5,1.9,1.3,,7.9,139,141,0,0.4,1.7,0.9,1.3,,,,1.4,0.6,1.9,3.2,3.7,40.6,0,1,0,0,0,0,0.7,1.6,326.2,550.2,55.5,281.6,,,,1.7,0.5,1.4,2,13.1,,,0.4,,87,1.1
2025-10-08,7:07 AM,Sourdough Bread,g,100,1,272,2,52,11,,,0.7,0.4,4.8,0.5,0.1,,52,,8,0.2,0.2,0.4,0.9,0.5,,2.2,123,0.2,3.9,0.4,0.7,0.3,32,0.6,0.2,0.1,,,0.1,0.8,0.5,105,117,28.6,602,,4.6,,0.3,0.1,0.2,0.4,,,,0.2,0.7,33,1
2025-10-08,7:08 AM,"Milk, Whole",g,80,1,48,3,4,3,,0.4,0,0.1,0.1,0.3,0,,98.4,10,14,0,0,0.6,0.1,1.5,,,,0.1,,0.1,0.3,0.2,9.6,,0.1,0,,0,0,0.1,0.1,80.8,120,1.5,30.4,,3.7,,0.1,0,0.1,0.2,25.3,,0.8,0,0.2,70,0.3
2025-10-08,7:08 AM,Raspberry Spread,tbsp,1,18,30,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,7,,,,,,,14,,,,,
2025-10-08,12:00 PM,U-Haul Peanut Butter Cup,serving,1,100,293,4,36,32,,0.1,0,0.1,0.8,0.4,0.4,,164.2,56,14,0.1,0,0.1,0.1,1.3,0,5.1,24.4,0.1,1.4,0.1,0.1,0.1,33.5,0.3,0,0,,,0,,0.1,40,793.8,1.6,228.3,6.3,18.2,,0.1,0,0,0.1,31.3,10.3,0.2,0.1,0.6,102,0.3
2025-10-08,12:06 PM,"Black Beans, Cooked From Dried",tbsp,2,10.75,28,0,5,2,,,0.1,0,0.1,0.1,0,,5.8,,7,0,0,0,0,0,,1.9,32,0.1,0.5,0.1,0.2,0.1,15.1,0.1,0,0,,,0,0,0.1,30.1,76.3,0.3,0.2,,0.1,,0.1,0,0.1,0.1,0.2,,,0.2,0.7,14,0.2
2025-10-08,12:06 PM,Corn Sweet Yellow Raw,"ear, small (5-1/2 to 6-1/2"" long)""",1,73,63,1,14,2,,,0.1,0,1.3,0.5,0.1,,1.5,,17,0,0,0.3,0.4,0.2,,1.5,30.7,0.1,0.4,0.1,0.3,0.1,27,0.1,0,0,,,0,0.3,0.1,65,197.1,0.4,10.9,,4.6,,0.1,0,0.1,0.1,6.6,5,,0.1,0.2,55,0.3
2025-10-08,12:06 PM,Romaine Lettuce,cup shredded,1,47,8,0,2,1,,,0,0,0.1,0.1,0,,15.5,,5,0,,0,0.1,0,,1,63.9,,0.5,,,,6.6,0.1,,,,,,,,14.1,116.1,0.2,3.8,,0.6,,,,,,,1.9,,0.1,48.2,,0.1
2025-10-08,12:06 PM,Sirloin Steak From Restaurant,oz,3,28.35,166,7,0,25,,2.2,0.1,0.3,4.8,0.5,0.6,,8.5,74,,0.1,0.3,3.1,0.6,2.7,,,,0.9,2.2,1.3,2.2,2.2,23,0,0.7,0,0,0,0,0.4,1.1,195.6,322.3,24.7,288.3,,0.5,,1.2,0.3,0.9,1.6,6.8,,,0.5,,51,4.6
2025-10-08,12:06 PM,"Spinach, Raw",cup,1,30,7,0,1,1,,,0,0.1,0.2,0,0.1,,20.1,,6,0,0,0,0.1,0,,0.5,33.9,0,0.3,0,0.1,0.1,27.9,0.1,0,0.1,,,0.1,,0,12.3,138,,32.1,,0.1,,0,0,0,0,91.9,9.1,,0.6,144.9,28,0.1
2025-10-08,12:07 PM,Chia Seeds,tbsp,1,10,49,3,4,2,,,0,0,0.6,0.1,0.1,,63.1,,7,0.1,0,0.2,2.4,0.4,,3.4,4.9,0.1,1.6,0.1,0.1,0.1,39,0.3,0.1,1.8,,,1.8,0.6,0.1,86,40.7,5.5,1.6,,0.1,,0.1,0,0.1,0.1,0.2,0.2,,0.1,70.9,1,0.5
2025-10-08,3:00 PM,"Wild Berry Gummi Candy, Wild Berry",serving,0.3,100,100,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
2025-10-08,5:19 PM,Spinach Tortellini With Ricotta Mozzarella and Parmesan Cheese,cup,1,100,260,5,43,11,,,,,,,,,122,25,,,,,,2.5,,4,,,2,,,,,,,,,,,,,,269,,230,,1,,,,,,,,,,,,
2025-10-08,5:19 PM,Turkey Ground 93% Lean 7% Fat Raw,g,220,1,330,18,0,41,,2.6,0.1,0.4,11.9,2.2,0.8,,46.2,163,117,0.2,0.4,6.2,5.6,4.8,,,15.4,1.2,2.6,1.8,3.4,3.7,46.2,0,1.2,0.3,0,0,0.3,4.8,1.6,424.6,468.6,41.8,151.8,,,,1.9,0.5,1.5,1.9,48.4,,0.9,0.2,,160,5.6
2025-10-08,6:31 PM,Sourdough Bread,g,50,1,136,1,26,5,,,0.4,0.2,2.4,0.2,0.1,,26,,4,0.1,0.1,0.2,0.4,0.3,,1.1,61.5,0.1,2,0.2,0.3,0.1,16,0.3,0.1,0,,,0,0.4,0.2,52.5,58.5,14.3,301,,2.3,,0.1,0.1,0.1,0.2,,,,0.1,0.4,17,0.5
2025-10-08,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-08,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-08,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-09,7:43 AM,Cinnamon Roll Cereal,serving,1,37,140,7,15,12,,,,,,,,,35,10,,,,,,1.5,,1,,,2,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,
2025-10-09,7:43 AM,Sourdough Bread,g,48,1,131,1,25,5,,,0.3,0.2,2.3,0.2,0.1,,25,,4,0.1,0.1,0.2,0.4,0.3,,1.1,59,0.1,1.9,0.2,0.3,0.1,15.4,0.3,0.1,0,,,0,0.4,0.2,50.4,56.2,13.7,289,,2.2,,0.1,0.1,0.1,0.2,,,,0.1,0.3,16,0.5
2025-10-09,12:00 PM,Chocolate Small Bars,bar,2,13,141,9,13,2,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,400,,13.4,,,,,,,,,,,,
2025-10-09,12:08 PM,Chicken Breast Grilled Boneless Skinless,oz,4,28.33,168,4,0,33,,0.2,0.1,0.3,12.6,1.7,1.1,,6.8,120,122,0,0.4,1.5,0.8,1.1,,,,1.2,0.5,1.6,2.8,3.2,35.1,0,0.9,0,0,0,0,0.6,1.3,282.2,476,48.1,243.7,,,,1.5,0.4,1.2,1.7,11.3,,,0.4,,75,0.9
2025-10-09,12:08 PM,Penne Pasta Whole Wheat Dry Uncooked,cup,1,95,334,3,70,13,,,0.4,0.2,8.2,0.9,0.3,,30,,,0.5,,0.3,1.1,0.4,,8.7,64,,3.4,,,,124,2.8,,0.1,,,0.1,1,,330,412,74,6,,2.6,,,,,,,,,0.4,2,,2.9
2025-10-09,12:09 PM,"Mushrooms, Raw, High in Vitamin D",large,1,23,6,0,1,1,,0,0,0.1,0.9,0.3,0,,1.1,,4,0.1,0,,0,0,,0.4,8.1,0,0.1,0,0,0,2.3,0,0,,,,,0,0,21.4,85.8,4.6,1.4,,0.5,,0,0,0,0.1,,0.5,6,0,,21,0.1
2025-10-09,12:09 PM,"Onion, White, Yellow or Red, Raw",large,0.1,150,6,0,1,0,,,0,0,0,0,0,,3.5,,1,0,0,0,0,0,,0.2,2.9,0,0,0,0,0,1.5,0,0,0,,,0,,0,4.4,21.9,0.1,0.6,,0.6,,0,0,0,0,0,1.1,,0,0.1,13,0
2025-10-09,12:09 PM,"Red Bell Peppers, Raw","large - 3 diameter x 3 3/4""""",1,164,44,0,11,1,,,0.1,0.2,1.7,0.5,0.5,,9.8,,9,0.1,0,0,0.1,0,,1.9,77.1,0,0.6,0,0.1,0.1,18,0.2,0,0,,,0,,0.1,44.3,349.3,,,,6.9,,0.1,0,0,0,256.8,232.4,,2.6,8,151,0.3
2025-10-09,12:10 PM,U-Haul Peanut Butter Cup,serving,1,100,293,4,36,32,,0.1,0,0.1,0.8,0.4,0.4,,164.2,56,14,0.1,0,0.1,0.1,1.3,0,5.1,24.4,0.1,1.4,0.1,0.1,0.1,33.5,0.3,0,0,,,0,,0.1,40,793.8,1.6,228.3,6.3,18.2,,0.1,0,0,0.1,31.3,10.3,0.2,0.1,0.6,102,0.3
2025-10-09,12:11 PM,Avocado Oil,tbsp,0.75,13.63,90,10,0,0,,,,,,,,,,,0,,,7.2,1.4,1.2,,,,,,,,,,,,0.1,,,0.1,1.3,,,,,,,,,,,,,,,,1.3,9.3,,
2025-10-09,6:05 PM,empanada,small empanada,1,81,271,15,25,9,,0.6,0.2,0.2,3.8,0.4,0.1,,16.2,21,25,0.1,0.1,5.8,3.5,4.2,0.6,1.6,36.5,0.3,2.2,0.4,0.7,0.5,17,0.2,0.2,0.2,0,0,,,0.4,83.4,153.9,20.1,356.4,21.2,1.5,,0.3,0.1,0.2,0.4,,0.6,,0.6,4.9,30,1.5
2025-10-09,6:05 PM,meatballs,medium meatballs,2,28.35,162,13,5,8,,0.6,0.1,0.1,1.8,0.5,0.1,,45.4,37,26,0.1,,5.2,1.9,4.3,0.3,1.3,20.4,,1,,,,17.6,0.2,,0.1,0,0,,,,135.5,167.8,8.7,377.6,1.3,2,,,,,,,,,0.2,4.6,30,0.9
2025-10-09,6:05 PM,shrimp,shrimp,2,5,12,0,0,2,,0.2,0,0,0.3,0.1,0,,9.1,21,14,0,0,0,0.1,0.1,,,2.4,0.1,0,0.1,0.2,0.2,3.7,0,0.1,,0,0,,,0.1,30.6,17,5,94.7,,,,0.1,0,0.1,0.1,,,,0.2,0,7,0.2
2025-10-09,7:22 PM,Raspberry Panna Cotta,cup,0.25,150,69,3,9,1,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,16.2,,7,,,,,,,,,,,,
2025-10-09,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-09,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-10,6:00 AM,Cream Cheese,g,18,1,58,6,1,1,,,,,,,,,1.3,19,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,61.1,,0.6,,,,,,,,,,,,
2025-10-10,6:00 AM,Whole Wheat English Muffins,muffin,1,57,130,1,23,5,,,,,,,,,10,,,,,,,,,4,,,0.9,,,,,,,,,,,,,,120.3,,70.1,,3,3.5,,,,,,,,,,,
2025-10-10,6:00 AM,Wild Blueberry Organic,g,15,1,25,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,,,,,,11.7,,,,,
2025-10-10,7:00 AM,"Eggs, Cooked",large,2,50,155,11,1,13,,1.1,0.1,0.5,0.1,1.4,0.1,,50,373,294,0,0.3,4.1,1.4,3.3,,,44,0.3,1.2,0.7,1.1,0.9,10,0,0.4,0,0,0,0.1,1.3,0.7,172,126,30.8,124,,1.1,,0.6,0.2,0.5,0.8,149.3,,2.2,1,0.3,75,1.1
2025-10-10,8:00 AM,Chocolate Cake Pop,serving,1,38,140,7,21,2,,,,,,,,,,10,,,,,,4,,1,,,1.1,,,,,,,,,,,,,,,,75,,4,,,,,,,,,,,,
2025-10-10,1:00 PM,"Spinach, Raw",cup,0.25,30,2,0,0,0,,,0,0,0,0,0,,5,,1,0,0,0,0,0,,0.1,8.5,0,0.1,0,0,0,7,0,0,0,,,0,,0,3.1,34.5,,8,,0,,0,0,0,0,23,2.3,,0.1,36.2,7,0
2025-10-10,1:21 PM,Ground Turkey and Rice Bowl,bowl,1,100,552,19,45,53,,2.3,0.4,0.5,17.5,3.3,1.5,,127.6,158,184,0.4,0.6,6,5.3,4.7,,6.6,159.5,1.5,4.8,2.4,4.3,4.5,94,0.8,1.5,0.4,0,0,0.4,4.3,2.1,571.8,1062.8,62.7,232.6,,4.9,,2.5,0.6,1.8,2.5,969.9,68.5,0.3,3.3,154.7,353,6.4
2025-10-10,2:00 PM,"Milk, Whole",g,80,1,48,3,4,3,,0.4,0,0.1,0.1,0.3,0,,98.4,10,14,0,0,0.6,0.1,1.5,,,,0.1,,0.1,0.3,0.2,9.6,,0.1,0,,0,0,0.1,0.1,80.8,120,1.5,30.4,,3.7,,0.1,0,0.1,0.2,25.3,,0.8,0,0.2,70,0.3
2025-10-10,4:11 PM,Focaccia Italian Flatbread Plain,g,54,1,134,4,19,5,,,0.3,0.2,2,0.3,0.1,,18.9,,2,0,,3.1,0.5,0.5,,1,74.5,,1.7,,,,10.8,0.2,,,,,,,,69.1,61.6,8.6,302.9,,0.9,,,,,,0,,,0.8,3.1,25,0.7
2025-10-10,7:57 PM,Ground Turkey and Rice Bowl,bowl,0.5,100,276,9,23,26,,1.1,0.2,0.3,8.7,1.6,0.8,,63.8,79,92,0.2,0.3,3,2.6,2.4,,3.3,79.8,0.8,2.4,1.2,2.1,2.3,47,0.4,0.7,0.2,0,0,0.2,2.2,1.1,285.9,531.4,31.3,116.3,,2.4,,1.2,0.3,0.9,1.3,484.9,34.3,0.2,1.6,77.3,177,3.2
2025-10-10,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-10,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-10,9:40 PM,Designer Whey Protein Gourmet Chocolate,scoop,1,31,110,2,6,20,,,1.5,1.7,,10,2,,200,55,,,,,,1,,3,,,,,,,100,,,,,,,,,200,180,,90,,2,,,,,,,,,,,,5.2
2025-10-10,9:40 PM,"Milk, Whole",g,170,1,102,5,8,6,,0.9,0.1,0.2,0.2,0.6,0.1,,209.1,20,30,0,0,1.2,0.2,3.2,,,,0.2,,0.3,0.6,0.5,20.4,,0.2,0,,0,0,0.2,0.3,171.7,255,3.2,64.6,,7.9,,0.3,0.1,0.3,0.4,53.7,,1.6,0.1,0.5,150,0.7
2025-10-11,7:54 AM,Cinnamon Roll Cereal,serving,1,37,140,7,15,12,,,,,,,,,35,10,,,,,,1.5,,1,,,2,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,
2025-10-11,7:54 AM,Cream Cheese,g,12,1,39,4,1,0,,,,,,,,,0.9,13,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,40.7,,0.4,,,,,,,,,,,,
2025-10-11,7:54 AM,"Milk, Whole",g,80,1,48,3,4,3,,0.4,0,0.1,0.1,0.3,0,,98.4,10,14,0,0,0.6,0.1,1.5,,,,0.1,,0.1,0.3,0.2,9.6,,0.1,0,,0,0,0.1,0.1,80.8,120,1.5,30.4,,3.7,,0.1,0,0.1,0.2,25.3,,0.8,0,0.2,70,0.3
2025-10-11,7:54 AM,Raspberry Spread,g,12,1,20,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,4.7,,,,,,,9.3,,,,,
2025-10-11,7:54 AM,Whole Wheat English Muffins,muffin,1,57,130,1,23,5,,,,,,,,,10,,,,,,,,,4,,,0.9,,,,,,,,,,,,,,120.3,,70.1,,3,3.5,,,,,,,,,,,
2025-10-11,10:29 AM,Chicken Breast Grilled Boneless Skinless,g,174,1,258,6,0,51,,0.3,0.1,0.4,19.3,2.6,1.7,,10.4,184,188,0.1,0.5,2.3,1.2,1.8,,,,1.9,0.7,2.5,4.2,4.9,53.9,0,1.3,0,0,0,0.1,1,2.1,433.3,730.8,73.8,374.1,,,,2.3,0.6,1.8,2.7,17.4,,,0.6,,116,1.4
2025-10-11,10:33 AM,Power Cakes Flapjack & Waffle Mix,g,63,1,226,2,36,17,,,,,,,,,249.6,12,,,,,,,,5.9,,,2,,,,,,,,,,,,,,214,,451.7,,3.6,,,,,,,,,,,,
2025-10-11,4:26 PM,"Gelato, Vanilla or Other Flavors",oz,4.5,28.35,308,14,41,6,,0.7,0.1,0.3,0.2,0.8,0.1,,194.3,90,70,0,0.1,3,0.6,8.1,,0.5,10.5,0.2,0.4,0.3,0.6,0.5,18.7,0,0.2,0,0,0,0,0.5,0.3,164.2,281.1,8.1,199.1,,32.8,26.4,0.3,0.1,0.3,0.4,92.5,0.5,0.8,0.3,0.9,65,0.7
2025-10-11,5:00 PM,"Red Wine, Other Types",oz,3,28.35,72,0,2,0,9,,0,0,0.2,0,0,,6.8,,5,0,,,,,,,0.9,,0.4,,,,10.2,0.1,,,,,,,,19.6,108,0.2,3.4,,0,,,,,,0.1,,,,0.3,74,0.1
2025-10-11,6:00 PM,Pepperonipalooza Speciality Pizza Thin Crust Small,slice,2,100,540,28,48,20,,,,,,,,,,60,,,,3,5,12,,,,,,,,,,,,,,,,,,,180,,1160,,6,,,,,,,,,,,,
2025-10-11,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-11,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-12,8:51 AM,Chicken Breast Grilled Boneless Skinless,g,87,1,129,3,0,26,,0.2,0.1,0.2,9.7,1.3,0.9,,5.2,92,94,0,0.3,1.1,0.6,0.9,,,,1,0.4,1.3,2.1,2.5,27,0,0.7,0,0,0,0,0.5,1,216.6,365.4,36.9,187,,,,1.1,0.3,0.9,1.3,8.7,,,0.3,,58,0.7
2025-10-12,8:52 AM,Cream Cheese,g,12,1,39,4,1,0,,,,,,,,,0.9,13,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,40.7,,0.4,,,,,,,,,,,,
2025-10-12,8:52 AM,Raspberry Spread,g,12,1,20,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,4.7,,,,,,,9.3,,,,,
2025-10-12,8:52 AM,Whole Wheat English Muffins,muffin,1,57,130,1,23,5,,,,,,,,,10,,,,,,,,,4,,,0.9,,,,,,,,,,,,,,120.3,,70.1,,3,3.5,,,,,,,,,,,
2025-10-12,8:58 AM,Chocolate Small Bars,bar,1,13,71,4,7,1,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,200,,6.7,,,,,,,,,,,,
2025-10-12,8:58 AM,Focaccia Italian Flatbread Plain,g,54,1,134,4,19,5,,,0.3,0.2,2,0.3,0.1,,18.9,,2,0,,3.1,0.5,0.5,,1,74.5,,1.7,,,,10.8,0.2,,,,,,,,69.1,61.6,8.6,302.9,,0.9,,,,,,0,,,0.8,3.1,25,0.7
2025-10-12,12:00 PM,broccoli,cup,1,156,55,1,11,4,,,0.1,0.2,0.9,1,0.3,,62.4,,63,0.1,0,0.1,0.3,0.1,,5.1,168.5,0.1,1,0.1,0.2,0.2,32.8,0.3,0.1,,,,,,0.2,104.5,457.1,2.5,64,,2.2,,0.1,0.1,0.1,0.2,,101.2,,2.3,220.1,139,0.7
2025-10-12,12:00 PM,carrots,cup,1,156,55,0,13,1,,,0.1,0.1,1,0.4,0.2,,46.8,,14,0,0.1,0,0.1,0,,4.7,21.8,0.1,0.5,0.1,0.1,0.1,15.6,0.2,0,,,,,,0.1,46.8,366.6,1.1,90.5,0.3,5.4,,0.2,0,0.1,0.1,,5.6,,1.6,21.4,141,0.3
2025-10-12,12:00 PM,egg,large,1,50,72,5,0,6,,0.4,0,0.2,0,0.8,0.1,,28,186,147,0,0.1,1.8,1,1.6,0,,23.5,0.2,0.9,0.3,0.5,0.5,6,0,0.2,0,0,,,,0.3,99,69,15.3,71,,0.2,,0.3,0.1,0.2,0.4,,,,0.5,0.1,38,0.6
2025-10-12,12:00 PM,ground turkey lean,g,150,1,320,17,0,41,,2.9,0.1,0.4,12.1,2.1,0.7,,46.5,156,118,0.2,0.4,5.8,5.3,4.4,0.2,,10.5,1.2,2.3,1.8,3.4,3.6,43.5,0,1.2,0.3,0,0,,,1.6,388.5,456,42.6,135,,,,1.9,0.5,1.4,1.9,,,,0.3,,92,5.7
2025-10-12,12:00 PM,rice,g,100,1,130,0,28,3,,,0,0,0.4,0.4,0.1,,10,,2,0.1,0.1,0.1,0.1,0.1,,0.4,3,0.1,0.2,0.1,0.2,0.1,12,0.5,0.1,,,,,,0.1,43,35,7.5,1,,0.1,,0.1,0,0.1,0.2,,,,0,,68,0.5
2025-10-12,1:00 PM,Chocolate Small Bars,bar,1,13,71,4,7,1,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,200,,6.7,,,,,,,,,,,,
2025-10-12,1:00 PM,Sourdough Bread,g,48,1,131,1,25,5,,,0.3,0.2,2.3,0.2,0.1,,25,,4,0.1,0.1,0.2,0.4,0.3,,1.1,59,0.1,1.9,0.2,0.3,0.1,15.4,0.3,0.1,0,,,0,0.4,0.2,50.4,56.2,13.7,289,,2.2,,0.1,0.1,0.1,0.2,,,,0.1,0.3,16,0.5
2025-10-12,6:00 PM,Juantonio's,chips,13,2.15,150,10,16,1,,,,,,,,,,,,,,,,1,,2,,,0.5,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,
2025-10-12,6:07 PM,tortillas,"tortilla (approx 7-8 dia)""",1,49,159,3,27,4,,,0.3,0.1,1.8,0.3,0,,19.1,,,0.1,0.1,1.8,0.5,0.9,,1.6,60.3,0.1,1.6,0.2,0.3,0.1,12.7,0.2,0.1,,,,,,0.2,60.8,64.2,11.5,234.2,,,,0.1,0.1,0.1,0.2,,,,,,13,0.3
2025-10-12,6:15 PM,cooked shrimp,g,100,1,119,2,2,23,,1.7,0,0,2.7,0.5,0.2,,91,211,135,0.3,0.3,0.4,0.6,0.5,,,24,0.5,0.3,1.1,1.9,2.2,37,0,0.7,,0.1,0.1,,,1,306,170,49.5,947,,,,0.9,0.3,0.9,1.1,,,,2.2,0.4,72,1.6
2025-10-12,6:17 PM,ground turkey,g,50,1,129,9,0,13,,0.8,0,0.1,3.9,0.7,0.2,,24.5,53,38,0.1,0.1,3,2.3,2.3,0.1,,3.5,0.4,1,0.6,1,1.1,14,0,0.4,0.1,0,0,,,0.5,131.5,138,18.1,42.5,,,,0.6,0.1,0.4,0.6,,,,0,,28,1.8
2025-10-12,8:31 PM,"Soft Pretzel, Salted",g,30,1,104,1,21,2,,,0.1,0.1,1.3,0.2,0,,6.9,,5,0,0,0.3,0.3,0.2,,0.5,7.2,0.1,1.2,0.1,0.2,0.1,6.3,0.1,0,0,,,0,0.3,0.1,23.7,26.4,5.2,163.5,,0.1,,0.1,0,0.1,0.1,,,,0.2,0.8,5,0.3
2025-10-13,6:00 AM,grilled chicken breast,g,180,1,266,6,0,53,,0.4,0.1,0.4,19.9,2.7,1.8,,10.8,191,194,0.1,0.6,2.4,1.3,1.8,0,,,2,0.8,2.6,4.4,5.1,55.8,0,1.4,0,0,0,,,2.1,448.2,756,76.3,387,,,,2.4,0.7,1.9,2.7,,,,0.6,,120,1.5
2025-10-13,6:00 AM,milk 2%,oz,4,30.5,61,2,6,4,,0.6,0,0.2,0.1,0.4,0,,146.4,10,20,0,0,0.7,0.1,1.5,0.1,,6.1,0.1,0,0.2,0.4,0.3,13.4,0,0.1,0,,,,,0.2,112.2,170.8,3,57.3,,6.2,,0.2,0.1,0.2,0.3,,0.2,,0,0.2,109,0.6
2025-10-13,6:00 AM,soft pretzel,g,20,1,68,1,14,2,,,0.1,0.1,0.9,,0,,4.6,,4,0,,0.2,0.2,0.1,,0.3,4.8,,0.8,,,,4.2,,,,,,,,,15.8,17.6,3.4,109,,0.1,,,,,,,,,0.1,0.5,3,0.2
2025-10-13,11:00 AM,Gummi Bears,piece,6,2.2,42,0,10,1,,,0,0,0,0,0,,1.4,,0,0,,0,0,0,,0,0.2,0,0,0,0,0,0.3,0,0,,,,,0,0,0.4,0.7,0.4,5.2,,7.6,7.4,0,,0,0,0,0.6,,,0,2,0
2025-10-13,11:00 AM,orange,"fruit (2-7/8 dia)""",1,140,69,0,18,1,,,0.1,0.1,0.6,0.4,0.1,,60.2,,12,0.1,0,0,0,0,,3.1,47.6,0,0.2,0,0,0.1,15.4,0,0,,,,,,0,32.2,232.4,,1.4,,11.9,,0,0,0,0,,82.7,,0.2,,120,0.1
2025-10-13,12:03 PM,U-Haul Peanut Butter Cup,serving,1,100,293,4,36,32,,0.1,0,0.1,0.8,0.4,0.4,,164.2,56,14,0.1,0,0.1,0.1,1.3,0,5.1,24.4,0.1,1.4,0.1,0.1,0.1,33.5,0.3,0,0,,,0,,0.1,40,793.8,1.6,228.3,6.3,18.2,,0.1,0,0,0.1,31.3,10.3,0.2,0.1,0.6,102,0.3
